ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
363,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,British Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,135.1612119
364,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,British Pound,Share,,,,,,,,,,,,,,,,,,,3.814717963
365,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Canadian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,72.51430037
366,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Canadian Dollar,Share,,,,,,,,,,,,,,,,,,,2.046604941
367,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Chilean Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.02653111
368,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Chilean Peso,Share,,,,,,,,,,,,,,,,,,,0.0007488
369,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.569774
370,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Share,,,,,,,,,,,,,,,,,,,0.016080998
371,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Chinese Yuan,Billion US Dollars,,,,,,,,,,,,,,,,,,,478.5909328
372,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Chinese Yuan,Share,,,,,,,,,,,,,,,,,,,13.50749525
373,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Colombian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.16257267
374,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Colombian Peso,Share,,,,,,,,,,,,,,,,,,,0.117482231
375,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.046389984
376,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,Share,,,,,,,,,,,,,,,,,,,0.001309286
377,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Costa Rican Colon,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.0080522
378,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Costa Rican Colon,Share,,,,,,,,,,,,,,,,,,,0.000227261
379,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Czech Koruna,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.098818823
380,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Czech Koruna,Share,,,,,,,,,,,,,,,,,,,0.00278901
381,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Danish Krone,Billion US Dollars,,,,,,,,,,,,,,,,,,,32.10298519
382,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Danish Krone,Share,,,,,,,,,,,,,,,,,,,0.906057533
383,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Dominican Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.013400124
384,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Dominican Peso,Share,,,,,,,,,,,,,,,,,,,0.000378198
385,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Euro,Billion US Dollars,,,,,,,,,,,,,,,,,,,1568.131507
386,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Euro,Share,,,,,,,,,,,,,,,,,,,44.25810736
387,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Fijian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.051528034
388,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Fijian Dollar,Share,,,,,,,,,,,,,,,,,,,0.0014543
389,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Georgian Lari,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.007207207
390,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Georgian Lari,Share,,,,,,,,,,,,,,,,,,,0.000203412
391,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,12.59270677
392,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Share,,,,,,,,,,,,,,,,,,,0.35540984
393,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Hungarian Forint,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.46975064
394,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Hungarian Forint,Share,,,,,,,,,,,,,,,,,,,0.097928392
395,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Icelandic Krona,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.058021574
396,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Icelandic Krona,Share,,,,,,,,,,,,,,,,,,,0.029861037
397,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Indian Rupee,Billion US Dollars,,,,,,,,,,,,,,,,,,,10.15075424
398,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Indian Rupee,Share,,,,,,,,,,,,,,,,,,,0.286489474
399,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Billion US Dollars,,,,,,,,,,,,,,,,,,,6.117580813
400,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Share,,,,,,,,,,,,,,,,,,,0.172659338
401,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Japanese Yen,Billion US Dollars,,,,,,,,,,,,,,,,,,,80.46718067
402,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Japanese Yen,Share,,,,,,,,,,,,,,,,,,,2.271062793
403,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.227214597
404,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Share,,,,,,,,,,,,,,,,,,,0.006412784
405,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Kenyan Shilling,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.00609775
406,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Kenyan Shilling,Share,,,,,,,,,,,,,,,,,,,0.0001721
407,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Macanese Pataca,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.374746399
408,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Macanese Pataca,Share,,,,,,,,,,,,,,,,,,,0.010576643
409,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.906781681
410,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Share,,,,,,,,,,,,,,,,,,,0.082039456
411,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Mexican Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.454111154
412,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Mexican Peso,Share,,,,,,,,,,,,,,,,,,,0.153933924
413,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.432789278
414,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Share,,,,,,,,,,,,,,,,,,,0.012214814
415,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Moroccan Dirham,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.117694313
416,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Moroccan Dirham,Share,,,,,,,,,,,,,,,,,,,0.003321742
417,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Namibian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.003583548
418,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Namibian Dollar,Share,,,,,,,,,,,,,,,,,,,0.00010114
419,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,New Zealand Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,11.63988585
420,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,New Zealand Dollar,Share,,,,,,,,,,,,,,,,,,,0.328517931
421,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Nigerian Naira,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.048016585
422,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Nigerian Naira,Share,,,,,,,,,,,,,,,,,,,0.001355194
423,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Norwegian Krone,Billion US Dollars,,,,,,,,,,,,,,,,,,,35.59216957
424,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Norwegian Krone,Share,,,,,,,,,,,,,,,,,,,1.004534412
425,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Peruvian Sol,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.163665078
426,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Peruvian Sol,Share,,,,,,,,,,,,,,,,,,,0.004619196
427,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Philippine Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.090153621
428,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Philippine Peso,Share,,,,,,,,,,,,,,,,,,,0.030767914
429,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Polish Zloty,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.049430844
430,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Polish Zloty,Share,,,,,,,,,,,,,,,,,,,0.08606551
431,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Romanian Leu,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.736268876
432,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Romanian Leu,Share,,,,,,,,,,,,,,,,,,,0.02078006
433,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Russian Ruble,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.933809217
434,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Russian Ruble,Share,,,,,,,,,,,,,,,,,,,0.111025733
435,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Singapore Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,17.31388205
436,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Singapore Dollar,Share,,,,,,,,,,,,,,,,,,,0.488657773
437,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,South African Rand,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.195253613
438,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,South African Rand,Share,,,,,,,,,,,,,,,,,,,0.090181134
439,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,South Korean Won,Billion US Dollars,,,,,,,,,,,,,,,,,,,26.21591467
440,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,South Korean Won,Share,,,,,,,,,,,,,,,,,,,0.739903995
441,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Sri Lankan Rupee,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.004851945
442,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Sri Lankan Rupee,Share,,,,,,,,,,,,,,,,,,,0.000136939
443,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Swedish Krona,Billion US Dollars,,,,,,,,,,,,,,,,,,,112.8781691
444,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Swedish Krona,Share,,,,,,,,,,,,,,,,,,,3.185813246
445,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Swiss Franc,Billion US Dollars,,,,,,,,,,,,,,,,,,,40.1476163
446,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Swiss Franc,Share,,,,,,,,,,,,,,,,,,,1.133104911
447,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,12.20561772
448,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Share,,,,,,,,,,,,,,,,,,,0.344484845
449,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Thai Baht,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.713642951
450,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Thai Baht,Share,,,,,,,,,,,,,,,,,,,0.133035345
451,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Turkish Lira,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.246898452
452,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Turkish Lira,Share,,,,,,,,,,,,,,,,,,,0.00696833
453,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,UAE Dirham,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.35394375
454,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,UAE Dirham,Share,,,,,,,,,,,,,,,,,,,0.00998952
